,0-1-value-2,0-2-value-2,0-3-value-2,0-4-value-2,0-5-value-2,0-6-value-2,0-7-value-2,0-8-value-2,0-9-value-2,0-10-value-2,1-1-value-2,1-2-value-2,1-3-value-2,1-4-value-2,1-5-value-2,1-6-value-2,1-7-value-2,1-8-value-2,1-9-value-2,1-10-value-2,2-1-value-2,2-2-value-2,2-3-value-2,2-4-value-2,2-5-value-2,2-6-value-2,2-7-value-2,2-8-value-2,2-9-value-2,2-10-value-2,3-1-value-2,3-2-value-2,3-3-value-2,3-4-value-2,3-5-value-2,3-6-value-2,3-7-value-2,3-8-value-2,3-9-value-2,3-10-value-2,4-1-value-2,4-2-value-2,4-3-value-2,4-4-value-2,4-5-value-2,4-6-value-2,4-7-value-2,4-8-value-2,4-9-value-2,4-10-value-2,5-1-value-2,5-2-value-2,5-3-value-2,5-4-value-2,5-5-value-2,5-6-value-2,5-7-value-2,5-8-value-2,5-9-value-2,5-10-value-2,6-1-value-2,6-2-value-2,6-3-value-2,6-4-value-2,6-5-value-2,6-6-value-2,6-7-value-2,6-8-value-2,6-9-value-2,6-10-value-2,7-1-value-2,7-2-value-2,7-3-value-2,7-4-value-2,7-5-value-2,7-6-value-2,7-7-value-2,7-8-value-2,7-9-value-2,7-10-value-2,8-1-value-2,8-2-value-2,8-3-value-2,8-4-value-2,8-5-value-2,8-6-value-2,8-7-value-2,8-8-value-2,8-9-value-2,8-10-value-2,9-1-value-2,9-2-value-2,9-3-value-2,9-4-value-2,9-5-value-2,9-6-value-2,9-7-value-2,9-8-value-2,9-9-value-2,9-10-value-2
49,7.7464447,6.4823,9.123108,4.768051,7.360977,7.040146,6.8198853,5.917267,7.657852,7.179016,4.689041,3.5350494,4.6507416,3.8151703,3.8510742,2.474411,2.4480743,6.537369,8.177399,5.7568665,3.91333,2.340332,4.7010193,4.198242,3.3339233,6.1399384,5.814316,4.217392,6.4056854,7.4735107,8.129517,6.3458405,5.031418,5.6227875,4.1575317,7.258026,5.9388275,7.4926605,6.554123,5.280411,-0.16400146,3.870224,7.0066376,6.063324,6.422455,1.1264801,7.1694336,10.37767,5.515045,-0.26934814,7.265213,9.60434,9.07283,7.497452,8.208527,8.8358,6.965927,6.3338623,6.2117615,8.665817,6.4535675,7.3825226,7.7847443,8.81665,6.511032,8.397659,9.3194275,8.388092,8.203735,7.94516,7.653076,5.661087,6.233307,7.011429,5.996277,7.0425415,5.9819183,4.418503,5.036209,5.656311,5.163101,8.93396,5.407303,9.094376,7.8206635,4.926071,2.340332,9.798279,6.4487915,6.142334,7.794327,7.5046234,8.407242,7.5525055,8.100784,7.5118103,2.960434,4.8087616,5.9076996,8.098389
50,7.6387024,6.3099213,8.08403,5.7808075,7.344223,6.7815857,6.692993,6.0824738,7.6458893,7.2005615,4.6818695,1.4616699,4.5956726,3.7888336,3.9660034,4.2078094,4.447235,5.661087,8.100784,5.5365906,3.6763,2.6348267,4.799179,4.040222,2.5821533,6.039383,5.4934998,4.8686066,6.549347,7.70813,8.4335785,6.171051,5.2109833,5.4887085,3.6619415,7.416046,5.826294,7.123947,6.79834,5.3187256,1.6077118,-0.45370483,7.7967224,6.676239,6.6115875,3.032257,6.846222,10.277115,5.740097,-1.4281311,7.284363,9.56604,8.972275,6.9635315,8.026566,8.912415,6.2716217,6.214157,5.850235,8.380905,5.692215,6.71933,7.6267395,8.543716,7.68898,8.361755,9.30986,8.965088,8.421616,7.78714,7.2556305,5.759262,6.0920563,7.2628174,5.96994,6.7528534,5.8526306,4.3466797,4.8925476,5.4336395,5.7017975,8.936356,5.675461,8.859741,8.177399,5.2636566,3.1399994,9.568436,6.62117,5.948395,7.7488403,7.418442,7.902069,7.277176,8.151062,7.5094147,4.9715576,5.0577545,6.336258,8.258804
51,7.131134,6.5876465,7.155075,6.8677673,7.368164,6.6115875,6.613983,6.487091,7.45195,7.542938,4.6818695,1.3227997,4.5358124,3.7169952,4.0019073,6.5278015,6.360199,5.1223907,7.976288,4.0066986,3.482376,2.869461,4.988327,3.6475677,2.3786469,5.7257385,5.15831,5.6706696,6.6499023,7.9068604,8.653839,5.771225,5.3690033,5.5868683,3.6930542,7.3825226,5.9244537,6.767212,7.020996,5.6060333,3.0657806,-0.9181671,8.708908,7.4328003,6.616379,5.1223907,6.6810303,9.968262,5.862213,0.3148346,7.348999,9.42717,8.668213,6.5278015,7.799118,8.716095,5.625183,6.190216,5.4934998,8.107971,5.570114,5.8717804,7.514206,8.244431,8.158249,8.330627,9.276337,9.484634,8.656235,7.5596924,6.7767944,4.7489014,5.96994,7.459137,5.96994,6.455963,5.764038,4.514267,4.7225647,5.115219,6.0609283,8.874115,5.8478394,8.450333,8.412033,5.498291,3.9827576,8.9674835,6.803131,5.838257,7.0976105,6.4655457,7.2676086,6.2309113,8.198944,7.3968964,5.96994,5.285202,6.56131,8.34021
52,6.534973,7.179016,6.4535675,7.791931,7.3825226,6.7217255,6.40329,6.6427155,7.064102,7.952347,4.6986237,2.4313202,4.447235,3.5901031,3.9588165,8.1414795,7.732071,4.890167,7.8278503,2.122467,3.3219604,3.1376038,5.2014008,3.0657806,2.8311462,5.2469025,5.0386047,6.3075256,6.79834,8.02417,8.718491,5.5485687,5.546173,5.7424927,4.418503,7.198166,6.233307,6.4655457,7.3298492,6.1973877,4.260483,0.4393463,9.475052,8.0816345,6.470337,6.534973,6.6810303,9.4774475,5.8406525,2.9987335,7.45195,9.264374,8.344986,6.1686707,7.53096,8.230072,5.1295776,6.2309113,5.2469025,7.744049,6.0585327,5.2947845,7.4615326,7.969101,7.9475555,8.333023,9.221268,9.855728,8.8884735,7.258026,6.32428,3.3099823,4.600464,7.569275,5.9986725,6.1878204,5.740097,4.849457,4.0617676,4.7417145,6.161484,8.790314,5.989105,7.9786835,8.574844,5.5030823,4.799179,8.155853,6.925232,5.8215027,6.1255646,5.735321,6.652298,3.063385,8.244431,7.229294,5.914871,5.4815216,6.6235657,8.333023
53,5.9388275,7.8517914,6.0178223,8.426392,7.332245,6.9348145,5.833481,6.487091,6.5708923,8.244431,4.708206,3.6739044,4.3418884,3.4177246,3.8534698,8.529343,8.048111,4.964386,7.6387024,1.7729034,3.2549133,3.4273071,5.3785706,2.4959564,3.3889923,5.005081,5.2037964,6.724121,5.529419,8.038528,8.634689,5.5749054,5.9196625,5.333084,5.617996,6.965927,6.6020203,6.2596436,7.605179,6.815094,5.2277374,2.3139954,9.941925,8.50061,6.20697,6.6020203,6.862976,8.912415,5.874176,5.4216766,7.5166016,9.051285,8.028961,5.8837585,7.2723846,7.5285645,4.770447,6.2548523,5.091278,7.305908,6.724121,5.199005,7.4543457,7.76799,7.507019,8.364151,9.123108,10.044876,8.919601,6.913254,5.9196625,2.9508514,1.6340485,7.5836334,6.056137,6.020218,5.7688293,5.333084,1.7393951,4.392166,5.948395,8.711304,6.30513,7.5525055,8.603561,5.244507,5.47435,7.380127,7.0138245,5.89093,5.2947845,5.7065887,6.183029,1.9333191,8.287537,7.171829,5.412094,5.620392,6.585251,8.294708
54,5.6419373,8.459915,5.8550262,8.763977,7.250839,7.059311,3.5565948,6.348236,6.1878204,8.344986,4.732147,4.344284,4.24852,3.2070312,3.7241821,8.392883,7.8254547,5.4934998,7.4304047,2.7569275,3.3171692,3.7026367,5.467163,2.1368256,3.9276886,5.1247864,5.6084137,6.882141,2.8072052,7.9667053,8.4335785,6.1734467,6.4128723,1.9740295,7.0305786,6.8246765,6.8893127,6.1375427,7.7416534,7.2484436,6.1495056,4.0210724,10.013748,8.634689,5.9675446,6.0657196,7.1407166,8.452728,6.0681,6.8246765,7.4687195,8.8046875,7.624344,5.7017975,7.047333,6.7839813,4.712982,6.214157,5.0793,6.7696075,7.1598663,5.5485687,7.4615326,7.6315155,7.2436676,8.4335785,8.979462,10.001785,8.649063,6.257248,5.6156006,2.9676208,0.8918457,7.5333557,6.111206,5.96994,5.826294,5.8598175,0.19033813,4.1048584,5.5270233,8.620331,6.803131,7.222107,8.491043,5.1200104,6.0226135,6.8893127,7.155075,5.996277,4.9715576,5.953186,6.025009,2.644394,8.385696,7.4304047,4.909317,5.917267,6.4846954,8.285141
55,5.6826477,8.917206,5.929245,8.955521,7.1335297,7.0257874,2.340332,6.475128,6.159088,8.270767,4.7848206,4.380188,4.1671143,2.972412,3.5781403,8.397659,7.636307,6.3075256,7.210144,4.332306,3.2932281,3.9420624,5.462372,2.0338745,4.4137115,5.5677185,5.929245,6.7815857,2.304428,7.8326416,8.175003,7.047333,6.908478,0.96606445,8.028961,6.79834,7.2915497,6.087265,7.763199,7.5668793,7.123947,4.957199,9.810242,8.610748,5.833481,5.649124,7.4615326,8.155853,6.30513,7.332245,7.250839,8.471893,7.143097,5.5749054,6.846222,6.1207733,4.957199,6.159088,5.1918335,6.2165527,7.3992767,6.154297,7.471115,7.521393,7.2149353,8.388092,8.682571,9.771942,8.2612,4.897339,5.436035,3.2980194,0.8224182,7.4208374,6.1519012,5.9867096,5.6084137,6.3003387,-0.13287354,3.7648926,5.273239,8.507797,7.2867584,7.071274,8.335419,5.5509644,6.4823,6.748062,7.3657684,4.526245,5.086487,6.0681,6.1016235,4.3179474,8.51738,8.553284,4.569336,7.2388763,6.376953,8.2994995
56,5.838257,9.075226,6.2716217,8.938751,6.9036865,6.961151,3.379425,6.767212,6.353012,8.093597,4.7967834,3.9516296,4.155136,2.7377777,3.458435,8.874115,7.576462,7.123947,7.004242,6.1327515,3.0849304,4.2748566,5.309143,2.0650024,4.7656555,5.993881,5.8167114,6.5134277,2.0769806,7.665039,7.9427643,7.648285,7.3585815,1.6340485,8.416824,6.87735,7.760803,6.1159973,7.739258,7.7823486,7.902069,5.1319733,9.352951,8.459915,5.881363,5.914871,7.775177,8.050507,6.56131,7.3992767,6.9707184,8.012207,6.676239,5.5006866,6.707367,5.589264,5.426468,6.1566925,5.407303,5.764038,7.62912,6.772003,7.4687195,7.411255,7.3897095,8.2994995,8.230072,9.458298,7.92601,3.6571503,5.3426666,3.9157257,1.059433,7.2556305,6.178238,6.099228,2.9580383,6.6475067,-0.14724731,3.3219604,5.299576,8.3785095,7.715317,7.143097,8.177399,6.5325775,6.8677673,6.8725586,7.617157,2.031479,5.3666077,6.0058594,6.22612,6.166275,8.5915985,10.222046,4.4376526,9.757568,6.451187,8.306686
57,6.0657196,8.945938,6.8055267,8.392883,6.582855,6.985092,5.3139343,7.0569153,6.4918823,7.9834747,2.6180573,3.4177246,4.198242,2.5127106,2.7018585,9.671387,7.497452,7.6147614,6.8079224,7.368164,2.9891663,4.684265,4.696228,2.13443,5.012268,5.953186,5.747284,6.245285,1.9812012,7.5118103,7.7895355,7.839813,7.6937714,2.5151062,8.390488,7.0186005,7.4567413,6.20697,7.68898,7.78714,7.8565826,5.1367645,8.799896,8.277954,6.118393,6.573288,8.00502,8.139099,6.8725586,7.586029,6.027405,7.387314,6.3266754,5.5270233,6.71933,5.2277374,6.056137,6.2117615,5.7257385,5.4958954,7.9308014,7.2723846,7.4447784,7.284363,7.7248993,8.213318,7.665039,9.096771,7.7967224,3.355484,5.309143,4.440048,1.9381104,7.0545197,6.1950073,6.372177,1.6843262,6.874954,0.33399963,2.8622742,5.7664337,8.230072,8.074448,7.3585815,8.050507,7.672226,7.131134,7.1287384,7.815872,1.6795349,5.5916595,6.0178223,6.161484,7.6865845,8.555679,8.4335785,4.351471,10.394424,7.339432,8.285141
58,6.1878204,8.752014,7.3992767,7.490265,6.341049,7.076065,6.77919,7.234085,6.451187,8.040924,0.16400146,2.9005737,4.2628784,2.316391,-0.26216125,10.7344055,7.518997,7.6913757,6.6020203,7.241272,3.190277,5.1367645,3.59729,2.1488037,5.244507,5.73053,6.027405,6.0704956,2.60849,7.363373,7.7344666,7.791931,7.8134766,3.5110931,8.222885,7.2197113,2.4456787,6.360199,7.586029,7.6195526,7.11438,5.4480133,8.203735,8.067261,6.4846954,7.088043,8.119934,8.431183,7.2628174,8.0026245,0.980423,6.767212,6.1207733,5.673065,6.8558044,5.043396,6.724121,6.3075256,6.14711,5.4168854,8.325836,7.60997,7.3705597,7.047333,8.179794,8.045715,7.1646576,8.838196,7.806305,3.846283,5.29718,4.7776337,2.9963531,6.8366394,6.1878204,6.71933,1.995575,7.0066376,1.3251953,2.4384918,6.537369,8.064865,8.270767,7.5668793,8.04332,8.613144,7.222107,7.3825226,7.8278503,1.9452972,5.8645935,6.2117615,6.2045746,8.625122,8.428787,5.4719543,4.1958466,9.070435,9.173386,8.234863
59,6.2357025,8.505402,7.933197,6.8079224,6.1926117,7.143097,7.03537,7.313095,6.329071,8.139099,0.21427917,2.4073792,4.301193,2.158371,-1.9572601,11.555618,7.5166016,7.2388763,6.3554077,6.458359,3.7026367,5.6060333,2.7018585,2.067398,5.383362,5.9196625,6.71933,6.039383,3.6571503,7.234085,7.763199,7.756027,7.720108,4.610031,8.088821,7.463928,2.5749664,6.5948334,7.4304047,7.490265,6.3865356,6.2285156,7.6674347,7.8613586,6.93721,7.308304,8.184586,8.85257,7.6219482,8.347382,-0.93014526,6.3386536,6.0704956,5.881363,7.016205,5.0793,7.3346405,6.427231,6.6546936,5.467163,8.692154,7.9164276,7.2436676,6.4966736,8.617935,7.8685455,6.908478,8.811859,7.8086853,4.708206,5.285202,5.0386047,3.7696686,6.5948334,6.1399384,6.9946594,2.4121552,7.0233917,2.4121552,2.0530243,7.3035126,7.8805237,8.301895,7.6458893,8.072052,9.312256,7.171829,7.593216,7.6219482,2.699463,6.2955627,6.422455,6.4894867,9.080017,8.28035,4.6148224,3.997116,5.194229,8.514984,8.131912
60,6.4535675,8.239655,8.208527,6.6235657,5.9914856,7.1694336,6.6905975,7.3178864,6.22612,8.019379,1.5598297,2.0697937,4.2556915,2.0410614,-2.2230072,11.725601,7.5525055,6.415268,6.0657196,5.522232,4.4017487,6.008255,2.3427277,2.0075378,5.407303,6.7408752,7.7967224,6.0704956,4.5837097,7.131134,7.847,7.8565826,7.5596924,5.400131,8.131912,7.720108,2.7569275,6.949173,7.289154,7.636307,6.1016235,7.150284,7.202957,7.70813,7.4064636,7.3777313,8.218094,9.3146515,7.937973,8.43837,-0.017959595,6.274002,6.14711,6.118393,7.119156,5.309143,7.9595337,6.597229,7.210144,5.5844727,8.7304535,8.364151,7.064102,5.625183,8.957916,7.6267395,6.953964,8.881302,7.811081,5.5916595,5.2708435,5.301956,4.337097,6.319504,6.075287,7.2388763,2.8215637,6.9395905,3.2956238,1.7681274,7.8996735,7.679413,8.179794,7.542938,8.040924,9.702499,7.0736694,7.727295,7.241272,3.9348755,6.8055267,6.5517426,6.1806335,9.336197,8.155853,4.708206,3.7816467,0.5973511,6.0298004,7.957138
61,6.803131,7.957138,8.435974,6.791153,5.6898193,7.1838074,6.2979584,7.226898,6.1136017,7.791931,2.8550873,1.9237518,3.8247375,1.4568787,-2.1224518,11.227615,7.574066,5.5365906,5.728134,4.8279114,5.0697327,6.257248,2.3331451,2.1128845,5.352234,7.9906464,8.708908,6.051346,5.3139343,7.092819,7.952347,8.036148,7.521393,5.7377014,8.304291,7.8685455,2.8718414,7.3513947,7.229294,8.031357,6.3338623,7.9308014,6.9156494,7.648285,7.8757324,7.404068,8.227676,9.74321,8.170212,8.328232,1.8782501,6.6499023,6.3218994,6.36499,7.1454926,5.6586914,8.598785,6.8845367,7.760803,5.831085,8.373718,9.001007,6.8055267,4.7895966,9.149445,7.3825226,7.1215515,8.823837,7.763199,6.2835846,5.2756195,5.6347504,4.8350983,6.04895,6.0226135,7.514206,3.525467,6.795944,3.9300842,1.4257507,8.254013,7.4735107,7.937973,7.2939453,7.894882,9.7695465,7.0066376,7.760803,6.8438263,5.2277374,7.4735107,6.566101,5.912491,9.561249,8.0026245,5.9579773,3.5877075,0.84635925,5.0984497,7.052124
62,7.0305786,7.7105255,8.723282,7.0497284,5.426468,7.2436676,6.415268,7.1454926,5.9675446,7.550125,3.6164398,2.050644,1.3682861,-0.3938446,-2.2254028,10.394424,7.514206,5.055359,5.3259125,4.545395,5.5485687,6.1734467,2.498352,2.3211823,5.2109833,8.917206,9.221268,5.941208,5.866989,7.1598663,8.0576935,8.198944,7.7536316,5.886154,8.423996,7.823059,3.4273071,7.7248993,7.289154,8.397659,6.8677673,8.562866,6.834259,7.70813,8.404846,7.3825226,8.225281,10.083191,8.306686,8.155853,3.5302582,7.2628174,6.5325775,6.6307373,7.131134,5.9747314,9.223663,7.3346405,8.222885,6.214157,7.9188232,9.659409,6.14711,4.356247,9.147049,7.1838074,7.2700043,8.5915985,7.641098,6.6977844,5.321121,6.135147,5.1774597,5.8238983,5.9555817,7.0257874,4.4137115,6.6714478,4.289215,-0.53749084,8.325836,7.265213,7.648285,6.997055,7.7009583,9.522934,6.985092,7.7248993,6.5996246,6.1207733,8.160645,6.525406,6.317108,9.879684,7.8039093,6.712143,3.5015259,2.5797577,5.0218353,4.222183
63,7.009033,7.521393,9.024948,7.241272,5.206192,7.3705597,6.941986,7.0233917,5.8478394,7.3897095,3.9851532,2.347519,-0.9900055,-1.7776947,-2.45047,9.331406,7.411255,5.0769043,4.119232,4.715378,5.833481,5.9244537,2.7425537,2.60849,5.0098724,9.276337,9.336197,5.787979,6.161484,7.3537903,8.12233,8.289932,8.151062,5.8717804,8.361755,7.6746216,4.059372,7.633911,7.4615326,8.613144,7.5046234,9.041702,6.9467773,7.8757324,8.924393,7.2628174,8.2612,10.277115,8.390488,7.9595337,4.2987976,7.8134766,6.851013,6.908478,7.1167603,6.1758423,9.736023,7.8829193,8.582016,6.6786346,7.696167,9.975449,5.0649414,4.399353,8.833405,7.0257874,7.308304,8.292328,7.4806824,6.9108734,5.3785706,6.5924377,5.3857574,5.6347504,5.857422,3.482376,5.280411,6.609192,4.4855347,-1.7465668,8.127121,7.052124,7.4016724,6.7456665,7.526169,8.912415,7.009033,7.6674347,6.5445557,6.38414,8.5125885,6.4846954,5.866989,11.055237,7.696167,6.5445557,3.5589905,4.4568024,5.7903748,3.0274658
64,6.8198853,7.4375916,9.374496,7.281967,5.043396,7.4926605,7.4136505,6.985092,5.675461,7.325058,4.1479645,2.7066498,-1.7752991,-2.1392212,-2.5127106,8.277954,7.3945007,5.4288483,2.158371,5.1319733,6.0345917,5.747284,3.0178986,3.075348,4.7369385,9.238037,9.23085,5.6275787,6.1686707,7.6746216,8.112762,8.304291,8.505402,5.546173,8.203735,7.636307,4.82312,4.4065247,7.653076,8.711304,8.060089,9.226059,7.2245026,8.1367035,9.355347,7.052124,8.344986,10.322601,8.479065,7.677017,4.655533,8.230072,7.2388763,7.162262,7.119156,6.3386536,10.018539,8.368942,8.790314,7.155075,7.830246,9.501389,4.4017487,4.763275,8.328232,6.8582,7.2197113,7.9427643,7.325058,7.147888,5.4336395,6.731308,5.4815216,5.4767456,5.7424927,2.7329865,6.3099213,6.549347,4.720169,-1.5334778,7.7296906,6.8605957,7.320282,6.573288,7.384918,8.191757,7.052124,7.617157,6.5996246,6.087265,8.452728,6.408081,5.0816956,11.376053,7.6147614,5.819107,3.6164398,5.5198364,6.989868,3.305191
65,6.511032,7.4136505,9.64505,7.2436676,4.9236755,7.545334,7.6626434,6.9779053,5.5437775,7.3418274,4.1479645,3.0729675,-1.6795349,-1.9476776,-2.1416168,7.246048,7.471115,5.898117,0.82958984,5.617996,6.2117615,5.7496796,3.288437,3.5637665,4.3490753,9.063248,8.953125,5.5246277,5.8550262,8.08403,7.9882507,8.258804,8.680176,4.909317,8.088821,7.715317,5.5629272,4.2987976,7.6985626,8.687363,8.364151,9.087189,7.593216,8.390488,9.630676,6.8318634,8.474274,10.253174,8.550888,7.360977,4.964386,8.51738,7.6698303,7.363373,7.1119843,6.5086365,10.008957,8.735245,8.795105,7.554901,8.246826,8.663422,4.5597534,5.2325287,7.7895355,6.657074,7.059311,7.483078,7.2436676,7.526169,5.4528046,6.2309113,5.5437775,5.3690033,5.620392,2.5630035,7.442383,6.451187,4.9739532,-0.82958984,7.253235,6.70018,7.392105,6.422455,7.2556305,7.60997,7.119156,7.6387024,6.6834106,5.6706696,8.206131,6.2428894,5.199005,8.543716,7.447174,5.244507,3.5541992,4.7249603,7.490265,4.2628784
66,6.1638794,7.45195,9.862915,7.198166,4.9595947,7.653076,7.6123657,6.9395905,5.5030823,7.384918,3.8319244,3.700241,-1.301239,-1.6340332,-1.2150574,6.2189484,7.471115,6.664261,0.7003021,6.0944366,6.3386536,5.922058,3.5302582,3.9851532,3.7984009,8.864532,8.483856,5.5629272,5.333084,8.459915,7.791931,8.189377,8.625122,4.32753,8.007416,7.830246,6.056137,4.6579285,7.617157,8.550888,8.392883,8.740036,7.9595337,8.732849,9.719269,6.707367,8.61554,10.025726,8.59639,7.1598663,5.6108093,8.716095,8.124725,7.4447784,7.088043,6.645111,9.748001,8.998611,8.474274,7.8613586,8.754395,8.060089,5.2828064,5.7065887,7.19339,6.4823,6.9348145,6.9204407,7.2077484,8.009811,5.412094,5.2277374,5.7496796,5.2875977,5.5126495,1.5837708,8.304291,6.3147125,5.2014008,0.1879425,6.906082,6.578079,7.4806824,6.3147125,7.119156,7.2723846,7.2245026,7.739258,6.676239,5.309143,7.9858704,5.996277,5.6060333,5.5916595,7.1167603,5.06015,3.4129333,2.0697937,6.774399,5.436035
67,5.8358765,7.475891,10.037689,7.1359253,5.1295776,7.7967224,7.4495544,6.93721,5.723343,7.5525055,3.2190094,4.610031,-0.9038086,-1.4281311,0.19033813,5.9029083,7.2867584,7.1335297,1.593338,6.518219,6.3865356,6.123169,3.707428,4.260483,3.1854858,8.637085,7.909256,5.723343,5.1319733,8.680176,7.538147,8.139099,8.366547,4.004303,7.973892,7.847,6.36499,4.691437,7.5237885,8.225281,8.251617,8.3545685,8.277954,9.103958,9.630676,6.707367,8.75679,9.647446,8.622726,6.95636,6.4823,8.862137,8.543716,7.4088593,7.071274,6.7336884,9.40802,9.163803,7.8278503,8.060089,9.166199,7.8254547,6.142334,6.154297,6.6499023,6.336258,6.8964996,6.40329,7.1838074,8.526947,5.3067474,4.0809174,6.1399384,5.115219,5.4575806,1.0570374,8.577225,6.22612,5.419281,1.3299866,6.7935486,6.455963,7.466324,6.274002,6.9635315,7.162262,7.3226624,7.9475555,6.558914,5.2325287,7.818268,5.759262,5.9268494,5.175064,6.688202,5.15831,3.269287,1.193512,5.697006,6.518219
68,5.6395416,7.495056,10.14064,7.011429,5.4144897,7.894882,7.404068,6.985092,6.185425,7.873337,2.6300354,5.6826477,-0.33877563,-1.2701263,1.7800903,6.4679413,7.0569153,7.4782867,3.0107117,6.7576447,6.312317,6.1926117,3.8127747,4.2628784,2.8167877,8.421616,7.3513947,6.0178223,5.3259125,8.699341,7.2556305,8.1414795,7.9858704,4.1958466,8.110367,7.7703857,6.5637054,5.0026855,7.490265,7.7248993,7.9858704,8.028961,8.5125885,9.441544,9.355347,6.7887573,8.828629,9.17099,8.634689,6.7384796,7.2747803,8.938751,8.910019,7.226898,6.992264,6.7624207,9.218872,9.199722,7.1957703,8.16304,9.384079,7.8637543,6.795944,6.1997833,6.1878204,6.396118,6.9994507,6.22612,7.162262,9.029739,5.1247864,3.2261963,6.6786346,4.92128,5.4456177,1.4329376,8.179794,6.2189484,5.491104,2.2325897,6.913254,5.012268,7.305908,6.36499,6.8055267,7.1598663,7.332245,8.167816,6.3625946,5.6347504,7.679413,5.529419,5.9579773,5.8406525,6.2237244,5.280411,3.1687317,2.2733002,5.15831,7.308304
69,5.6084137,7.475891,10.126282,6.8007355,5.8717804,7.9308014,7.526169,7.0138245,6.760025,8.225281,2.1248627,6.772003,0.5351105,-1.0522461,3.221405,8.268372,6.906082,7.8015137,4.339493,7.1574707,6.1399384,6.1447144,4.0258484,4.035431,2.7425537,8.239655,6.980301,6.4296265,6.0609283,8.538925,6.941986,8.246826,7.6027985,5.0218353,8.548508,7.653076,6.6738434,5.450409,7.6123657,7.1454926,7.7009583,7.823059,8.661026,9.716873,8.929184,6.973114,8.785522,8.622726,8.603561,6.5708923,7.897278,8.926788,9.199722,6.7576447,6.7767944,6.6235657,9.228455,9.135086,6.70018,8.079239,9.30986,8.069656,7.2005615,5.6946106,5.866989,6.5397644,7.2364807,6.415268,7.1957703,9.3984375,4.9188843,3.1854858,7.2316895,4.8279114,5.462372,2.13443,7.418442,6.0681,5.2085876,2.771286,7.1526794,1.6077118,7.028183,6.6355286,6.64032,7.179016,7.1957703,8.3785095,6.14711,6.319504,7.550125,5.3306885,5.6539154,6.3817444,5.3498535,5.3857574,3.1064758,4.083313,5.280411,8.04332
70,5.699402,7.45195,9.985016,6.5756836,6.427231,8.031357,7.720108,7.174225,7.4088593,8.572449,1.8255768,7.7847443,1.4760284,-0.50875854,4.4615936,9.324219,6.941986,8.237259,5.510254,7.6147614,5.8957214,6.0776825,4.305969,3.858261,2.9819794,8.115143,6.791153,6.894104,7.289154,8.227676,6.6475067,8.43837,7.3035126,6.2117615,9.273941,6.3099213,6.6834106,5.819107,7.8757324,6.62117,7.4136505,7.712921,8.7256775,9.860519,8.423996,7.234085,8.653839,7.928406,8.593994,6.4440002,8.380905,8.8094635,9.470276,5.9507904,6.400894,6.264435,9.276337,8.957916,6.5325775,7.8015137,9.008194,8.179794,7.4447784,5.1439514,5.7329254,6.79834,7.4735107,6.736084,7.3106995,9.223663,4.734543,4.186264,7.7847443,4.8327026,5.515045,2.8957977,6.736084,5.7137604,4.940445,2.9652252,7.3753357,0.86550903,6.616379,7.0736694,6.5325775,7.1838074,6.9467773,8.67778,5.989105,6.985092,7.4256134,5.2014008,5.278015,6.6427155,3.889389,5.5054626,3.1376038,5.6156006,5.668274,8.234863
71,5.9029083,7.502228,9.702499,6.4966736,7.004242,8.237259,7.921219,7.466324,8.095993,8.945938,1.8974152,8.656235,2.2397766,0.51356506,5.6275787,9.276337,6.997055,8.811859,6.6355286,8.038528,5.6060333,6.118393,4.466385,3.8510742,3.3770294,8.067261,6.652298,7.5046234,8.567657,7.8039093,6.420059,8.656235,7.1167603,7.3705597,10.135849,4.083313,6.5996246,6.2668304,8.210922,6.317108,7.0808563,7.6937714,8.701736,9.850952,7.8254547,7.586029,8.471893,6.886917,8.570053,6.317108,8.768768,8.708908,9.721664,5.206192,5.965164,5.716156,9.19014,8.696945,6.750458,7.4806824,8.639481,7.9978333,7.6219482,5.0338135,5.771225,7.1838074,7.636307,6.9515686,7.502228,8.522171,3.8822021,5.778412,8.230072,4.837494,5.601242,3.7122192,6.46315,5.333084,4.9907227,2.8000183,7.5333557,0.6572113,6.1734467,7.4806824,6.5206146,7.155075,6.695389,9.108749,5.881363,7.428009,7.392105,5.2157745,5.0936737,6.5708923,2.893402,5.675461,3.2956238,6.1926117,5.8789673,8.139099
72,6.2548523,7.5094147,9.30986,6.549347,7.507019,8.531738,8.2157135,7.8134766,8.790314,9.384079,2.3738556,9.252396,2.7688904,1.830368,6.62117,8.936356,7.210144,9.594772,7.0186005,8.34021,5.2325287,6.2285156,4.4280853,4.028244,3.7289734,8.170212,6.5230103,8.258804,9.417603,7.2987213,6.3099213,8.898056,7.028183,8.20134,10.925949,3.9707794,6.432022,6.637924,8.558075,6.30513,6.755249,7.7655945,8.59639,9.688141,7.123947,7.94516,8.273163,5.7903748,8.526947,6.2357025,9.01297,8.610748,9.929962,4.727356,5.6108093,5.249298,8.850174,8.333023,7.1047974,7.246048,8.318665,7.6219482,7.7967224,5.3857574,5.9579773,7.696167,7.7009583,6.997055,7.70813,7.760803,1.782486,7.2197113,8.586807,4.8015747,5.728134,4.5837097,6.6235657,3.542221,5.541382,2.5438385,7.6219482,0.975647,5.8717804,7.68898,6.578079,7.150284,6.4918823,9.216476,5.8167114,7.665039,7.4687195,5.431244,5.0793,6.0298004,2.7401733,5.850235,3.5877075,6.1686707,5.771225,8.0576935
