,0-1-value-2,0-2-value-2,0-3-value-2,0-4-value-2,0-5-value-2,0-6-value-2,0-7-value-2,0-8-value-2,0-9-value-2,0-10-value-2,1-1-value-2,1-2-value-2,1-3-value-2,1-4-value-2,1-5-value-2,1-6-value-2,1-7-value-2,1-8-value-2,1-9-value-2,1-10-value-2,2-1-value-2,2-2-value-2,2-3-value-2,2-4-value-2,2-5-value-2,2-6-value-2,2-7-value-2,2-8-value-2,2-9-value-2,2-10-value-2,3-1-value-2,3-2-value-2,3-3-value-2,3-4-value-2,3-5-value-2,3-6-value-2,3-7-value-2,3-8-value-2,3-9-value-2,3-10-value-2,4-1-value-2,4-2-value-2,4-3-value-2,4-4-value-2,4-5-value-2,4-6-value-2,4-7-value-2,4-8-value-2,4-9-value-2,4-10-value-2,5-1-value-2,5-2-value-2,5-3-value-2,5-4-value-2,5-5-value-2,5-6-value-2,5-7-value-2,5-8-value-2,5-9-value-2,5-10-value-2,6-1-value-2,6-2-value-2,6-3-value-2,6-4-value-2,6-5-value-2,6-6-value-2,6-7-value-2,6-8-value-2,6-9-value-2,6-10-value-2,7-1-value-2,7-2-value-2,7-3-value-2,7-4-value-2,7-5-value-2,7-6-value-2,7-7-value-2,7-8-value-2,7-9-value-2,7-10-value-2,8-1-value-2,8-2-value-2,8-3-value-2,8-4-value-2,8-5-value-2,8-6-value-2,8-7-value-2,8-8-value-2,8-9-value-2,8-10-value-2,9-1-value-2,9-2-value-2,9-3-value-2,9-4-value-2,9-5-value-2,9-6-value-2,9-7-value-2,9-8-value-2,9-9-value-2,9-10-value-2
100,8.067261,10.978622,7.8565826,4.655533,10.248383,7.4208374,4.361038,10.305847,7.890091,10.107132,13.329727,9.798279,7.921219,5.977127,4.2628784,7.3513947,6.748062,8.127121,11.933899,8.397659,7.715317,8.821442,7.205353,9.048889,10.69371,9.223663,8.744827,8.981857,9.738419,3.5015259,8.1414795,3.8391113,6.2716217,7.131134,10.21965,8.151062,10.190918,8.016983,6.233307,6.6594696,5.4647675,7.4735107,6.6427155,5.6395416,5.577301,7.9116364,7.957138,8.428787,10.344147,8.565262,5.862213,10.676941,7.8278503,9.051285,8.9435425,8.076843,9.024948,6.534973,9.424774,8.265991,6.9443817,8.074448,8.950729,9.925171,6.941986,9.554062,10.676941,9.755173,6.8055267,7.308304,7.8565826,12.747925,6.6666565,8.371323,7.289154,6.8318634,7.7895355,8.407242,8.210922,6.154297,7.914032,6.5517426,9.542099,6.3578033,8.5125885,6.4894867,9.350555,7.416046,8.905243,6.511032,9.159027,8.965088,10.336975,8.622726,5.740097,8.864532,4.969162,9.082413,8.10318,5.929245
101,8.651459,11.091141,7.981079,4.928467,9.441544,7.7536316,4.720169,10.116699,8.3545685,10.382462,12.328949,9.44632,8.107971,5.613205,4.066559,7.475891,6.6834106,7.878128,11.732788,8.105576,7.732071,8.859741,7.009033,9.276337,10.420761,9.295486,8.689758,8.941147,9.352951,4.502304,8.110367,4.0138855,5.668274,7.123947,9.98024,8.244431,10.315414,7.961914,6.20697,6.64032,4.4089203,7.8852997,6.0920563,5.340271,5.6156006,8.230072,7.392105,8.246826,10.631454,8.275558,5.656311,11.215637,7.811081,9.163803,9.261978,8.450333,9.3984375,7.1766205,10.480621,8.3785095,6.2596436,7.8206635,9.592377,9.17099,7.19339,9.843765,11.103119,9.84137,7.1885986,7.507019,8.040924,13.925873,6.609192,8.000229,8.210922,6.716934,7.811081,8.318665,8.153458,5.8789673,8.093597,6.554123,9.522934,6.0776825,8.455124,7.4064636,8.998611,6.64032,8.661026,6.2955627,9.755173,8.699341,10.21965,8.347382,5.9819183,8.41922,4.0928955,9.123108,8.117538,5.8358765
102,9.271545,11.0863495,7.8757324,5.220566,8.330627,8.160645,5.301956,9.74321,8.8358,10.370483,11.251556,9.068039,8.447937,5.2564697,3.9205017,7.600403,6.6858063,7.6315155,11.4574585,7.8086853,7.7799683,8.838196,6.8893127,9.374496,10.123886,9.197327,8.67778,8.93158,9.118317,4.727356,7.969101,4.2556915,5.1176147,7.2747803,9.278732,8.376114,10.2795105,8.440765,6.178238,6.5756836,3.3387146,8.158249,5.7065887,5.3737946,6.0345917,8.316269,6.989868,7.8326416,10.597931,8.112762,6.0178223,11.522095,7.6937714,9.221268,9.537308,8.831009,9.846161,8.067261,10.722443,8.416824,6.2835846,7.5884247,10.195709,8.395279,7.332245,10.0784,11.38324,10.207687,7.5166016,7.8326416,8.1414795,14.440628,6.511032,7.7057343,9.364929,6.70018,7.681793,8.227676,8.072052,5.625183,8.325836,6.54216,9.257187,5.826294,8.440765,7.9547424,8.5125885,5.8765717,8.574844,6.336258,10.162186,8.452728,9.989807,8.08403,6.1997833,7.657852,3.5948944,9.001007,8.021774,5.8238983
103,9.855728,11.000168,7.581238,5.3618164,7.1598663,8.656235,5.728134,9.2404175,9.381683,10.119095,10.195709,8.680176,8.886078,4.9236755,3.858261,7.6674347,6.7408752,7.439987,11.0815735,7.5572968,7.9858704,8.780731,6.853409,9.340988,9.759964,9.226059,8.692154,9.029739,9.166199,4.545395,7.7703857,4.5046997,4.605255,7.2245026,8.301895,8.483856,10.080795,8.617935,6.032196,6.5134277,2.8311462,8.297104,5.565323,5.7688293,6.7815857,8.175003,6.7839813,7.305908,10.301056,8.196548,6.8246765,11.476608,7.490265,9.257187,9.736023,9.278732,10.368088,9.001007,10.55484,8.59639,6.633133,7.542938,10.703278,7.633911,7.3992767,10.178955,11.443085,10.605118,7.7344666,8.20134,8.189377,14.325714,6.3889313,7.6195526,10.135849,6.750458,7.4543457,8.10318,7.9714966,5.371399,8.526947,6.6020203,8.761581,5.6586914,8.421616,8.361755,8.033752,5.2277374,8.562866,6.637924,10.289078,8.1367035,9.716873,7.9188232,6.3554077,7.044937,3.8798065,8.5125885,7.62912,5.8286896
104,10.202896,10.794266,7.229294,5.4096985,6.396118,9.13269,6.0034637,8.680176,9.925171,9.668991,9.25,8.311478,9.302673,4.6220093,3.889389,7.6674347,6.8079224,7.339432,10.641037,7.3585815,8.344986,8.67778,6.8988953,9.182968,9.326614,9.48703,8.7256775,9.108749,9.3936615,4.5358124,7.554901,4.758484,4.114441,6.8653717,7.2867584,8.452728,9.72644,8.445557,5.735321,6.3937225,3.1471863,8.505402,5.7257385,6.372177,7.6674347,7.9714966,6.8677673,6.9156494,9.846161,8.50061,7.593216,11.141418,7.226898,9.364929,9.953903,9.707291,10.87088,9.922775,10.193314,8.957916,6.851013,7.68898,11.105515,6.989868,7.5525055,10.092758,11.282684,10.978622,7.799118,8.613144,8.194153,13.77504,6.245285,7.7248993,10.339371,6.8725586,7.179016,7.94516,7.835022,5.1487274,8.7304535,6.7863617,8.165436,5.6419373,8.301895,8.735245,7.68898,4.727356,8.689758,7.2939453,10.131073,7.6626434,9.439148,7.8996735,6.5397644,6.9443817,4.940445,7.62912,6.853409,5.831085
105,10.250778,10.427948,6.8988953,5.4958954,6.32428,9.827011,6.293167,8.151062,10.334579,9.077621,8.467102,7.9786835,9.599548,4.356247,4.009094,7.6147614,6.874954,7.3537903,10.176559,7.222107,8.77356,8.53653,6.8582,8.99382,8.833405,9.831787,8.823837,9.094376,9.6115265,4.7010193,7.3753357,5.0649414,3.7409363,6.341049,6.3099213,8.239655,9.288315,8.165436,5.3905487,6.099228,3.9396667,8.996216,6.1495056,6.9946594,8.526947,7.739258,7.2676086,6.8198853,9.321823,8.864532,7.9882507,10.700882,6.9467773,9.539703,10.166977,10.001785,11.186905,10.605118,9.865311,9.48703,6.908478,7.873337,11.354507,6.71933,7.8996735,9.815033,10.990585,11.28508,7.636307,9.103958,8.189377,12.917923,6.0824738,7.8996735,10.169373,7.03537,6.8988953,7.7799683,7.672226,5.005081,9.041702,7.126343,7.5333557,5.771225,7.9882507,9.194931,7.518997,4.416107,8.9674835,8.009811,9.704895,7.068878,9.29071,8.016983,6.750458,7.222107,6.3697815,6.7025757,5.9819183,5.9675446
106,10.085571,9.846161,6.62117,5.6419373,6.8486176,10.612305,6.5948334,7.7536316,10.468643,8.428787,7.811081,7.7009583,9.745605,4.179077,4.198242,7.542938,6.906082,7.5405426,9.721664,7.167053,9.19014,8.397659,6.987488,8.831009,8.28035,10.032913,8.981857,8.97467,9.716873,5.2564697,7.2245026,5.4096985,3.5877075,5.8957214,5.4168854,7.9882507,8.850174,7.9667053,5.13916,6.185425,4.9356537,9.568436,6.8126984,7.665039,9.312256,7.6219482,7.8446045,7.044937,8.787918,9.089584,8.009811,10.370483,6.8079224,9.759964,10.334579,10.1454315,11.04805,11.024109,9.671387,10.183746,7.0784607,7.9858704,11.505341,6.772003,8.414429,9.369705,10.518936,11.522095,7.5046234,9.515762,8.196548,11.91954,5.9244537,8.00502,9.795883,7.210144,6.6235657,7.6195526,7.495056,4.952408,9.281128,7.624344,6.9348145,6.051346,7.550125,9.606735,7.521393,4.200638,9.295486,8.706512,9.137482,6.5206146,9.194931,8.297104,6.9635315,7.617157,7.890091,6.3793488,5.6060333,6.1806335
107,9.810242,9.149445,6.398514,5.88855,7.514206,11.299438,6.834259,7.581238,10.303452,7.78714,7.241272,7.5166016,9.748001,4.1479645,4.4639893,7.5046234,6.908478,7.76799,9.295486,7.1646576,9.582794,8.287537,7.2316895,8.673004,7.681793,10.14064,9.106354,8.701736,9.894043,6.0776825,7.100006,5.086487,3.6140442,5.6778564,4.6076508,7.933197,8.4335785,7.9116364,5.0098724,6.5086365,5.874176,9.74321,7.653076,8.2612,9.910797,7.677017,8.361755,7.490265,8.292328,9.001007,7.8326416,10.250778,6.736084,9.937134,10.365707,10.214859,10.571594,11.292252,9.647446,10.942703,7.554901,7.9834747,11.512527,6.8988953,8.989029,8.828629,9.858124,11.644211,7.600403,9.819824,8.225281,10.894821,5.8047485,7.9858704,9.405624,7.380127,6.3314667,7.4615326,7.3418274,5.13916,9.508575,8.119934,6.3865356,6.4655457,7.1024017,9.843765,7.6913757,3.7984009,9.520554,9.2595825,8.488647,6.1758423,9.082413,8.610748,7.1047974,8.076843,9.123108,7.020996,6.2787933,6.415268
108,9.463089,8.416824,6.2548523,6.439209,8.0576935,11.567596,7.0736694,7.677017,9.843765,7.229294,6.760025,7.4735107,9.637863,4.260483,4.8015747,7.5118103,6.8845367,7.9643097,8.766373,7.1909943,9.949112,8.196548,7.5118103,8.5125885,7.0664825,10.305847,9.192535,8.186981,10.018539,6.886917,7.044937,5.6467285,3.6858826,5.7664337,3.9061432,8.129517,8.069656,7.969101,5.0386047,6.95636,6.628357,9.592377,8.5915985,8.684967,10.049667,7.8278503,8.625122,7.9834747,7.8565826,8.634689,7.672226,10.31781,6.6834106,9.989807,10.190918,10.332184,9.977844,11.397598,9.68335,11.512527,8.256409,7.937973,11.289856,6.9779053,9.501389,8.325836,9.439148,11.627441,7.94516,9.989807,8.186981,9.910797,5.7329254,7.8805237,9.108749,7.5333557,6.0345917,7.2628174,7.202957,5.55336,9.712082,8.392883,5.8598175,6.874954,6.774399,9.877289,7.952347,3.628418,9.551666,9.702499,7.8206635,6.106415,8.89566,8.859741,7.162262,8.562866,9.858124,8.239655,7.8086853,6.652298
109,9.113525,7.744049,6.240494,7.368164,8.373718,11.103119,7.4208374,7.9308014,9.13269,6.851013,6.3506165,7.5884247,9.463089,4.4687805,5.187042,7.5477295,6.870163,8.072052,8.129517,7.2197113,10.341751,8.12233,7.7823486,8.309082,6.501465,10.226837,9.063248,7.502228,10.286697,7.435196,7.064102,6.3554077,3.7169952,6.1686707,3.300415,8.423996,7.7488403,8.062485,5.225342,7.3657684,7.1694336,9.23085,9.470276,8.754395,9.695328,7.9427643,8.546112,8.392883,7.538147,8.105576,7.490265,10.473434,6.5756836,9.946716,9.786301,10.540482,9.386475,11.469421,9.587585,11.783066,8.938751,7.9308014,10.880447,7.0545197,9.874893,7.993042,9.419983,11.488586,8.404846,9.973053,8.014587,9.036911,5.7185516,7.7775726,8.8884735,7.6626434,5.73053,7.044937,7.0569153,6.1136017,9.80545,8.311478,5.400131,7.3154907,6.5445557,9.652222,8.237259,3.822342,9.331406,10.008957,7.1694336,6.154297,8.462311,8.979462,7.0569153,8.953125,9.72644,9.30986,9.470276,6.894104
110,8.778351,7.1646576,6.2189484,8.443161,8.459915,9.886856,7.818268,8.196548,8.194153,6.7289124,5.9795227,7.8637543,9.266754,4.732147,5.6060333,7.636307,6.8845367,8.110367,7.545334,7.265213,10.6553955,8.04332,8.052902,8.129517,6.015442,9.843765,9.027344,6.712143,10.334579,7.7344666,7.19339,6.87735,3.7026367,6.731308,2.7641144,8.649063,7.471115,8.124725,5.4336395,7.569275,7.53096,8.701736,10.188522,8.402451,9.273941,7.9236145,8.198944,8.73764,7.4543457,7.5596924,7.2747803,10.612305,6.415268,9.853348,9.273941,10.743988,8.847778,11.505341,9.429565,11.84053,9.44632,8.036148,10.401611,7.2005615,10.097549,7.8876953,9.424774,11.210846,8.864532,9.819824,7.720108,8.325836,5.771225,7.6746216,8.75679,7.751236,5.4240723,6.834259,6.9204407,6.7696075,9.771942,8.234863,5.1223907,7.928406,6.348236,9.218872,8.423996,4.392166,8.802292,10.159805,6.4918823,6.2189484,7.6937714,8.919601,6.8007355,9.048889,8.807068,9.834183,10.463867,7.1024017
111,8.483856,6.71933,6.0345917,9.187759,8.34021,8.306686,8.148666,8.356964,7.131134,6.8845367,5.6658783,8.208527,9.099167,5.031418,5.993881,7.7655945,6.9443817,8.107971,7.1454926,7.3035126,10.770325,7.9188232,8.311478,7.9427643,5.63237,9.494217,9.32901,5.88855,10.186142,7.823059,7.423233,7.368164,3.7122192,7.2723846,2.2709045,8.811859,7.205353,8.158249,5.5868683,7.5477295,7.7967224,8.045715,10.55484,7.9714966,9.01297,7.7225037,7.7488403,9.048889,7.696167,7.076065,7.095215,10.691315,6.28598,9.704895,8.775955,11.016922,8.323441,11.397598,9.238037,11.725601,9.733627,8.263596,9.865311,7.4447784,10.159805,7.969101,9.264374,10.822998,9.271545,9.649826,7.348999,7.7703857,5.898117,7.574066,8.680176,7.818268,5.127182,6.645111,6.7408752,7.5477295,9.700119,8.445557,5.1200104,8.6706085,6.1806335,8.723282,8.464706,5.2564697,8.143875,10.571594,5.8717804,6.257248,6.973114,8.716095,6.4823,8.732849,7.6147614,9.704895,10.463867,7.2436676
112,8.251617,6.4823,5.6395416,9.400833,8.016983,6.8318634,8.318665,8.366547,6.12796,7.250839,5.4288483,8.474274,8.941147,5.352234,6.288376,7.969101,7.047333,8.110367,6.9348145,7.3226624,10.624268,7.7655945,8.510193,7.7799683,5.380966,9.539703,9.688141,5.400131,10.188522,7.696167,7.712921,7.7655945,3.894165,7.684189,1.9931793,8.926788,6.8677673,8.167816,5.7089844,7.4304047,8.000229,7.387314,10.375275,7.6746216,8.960297,7.447174,7.435196,9.285919,8.189377,6.750458,6.894104,10.691315,6.209366,9.657013,8.4335785,11.000168,7.775177,11.083954,8.957916,11.450272,9.774338,8.050507,9.216476,7.775177,10.073608,8.148666,9.015366,10.356125,9.587585,9.436752,6.9683228,7.423233,6.0704956,7.5046234,8.572449,7.830246,4.894943,6.5134277,6.5325775,8.455124,9.633072,8.936356,5.2899933,9.324219,6.087265,8.206131,8.304291,6.2285156,7.5956116,10.408798,5.5677185,6.269226,6.9467773,8.191757,6.185425,8.062485,6.4966736,8.93396,9.707291,7.3825226
113,8.107971,6.4823,5.0649414,9.949112,7.5596924,5.80954,8.323441,8.268372,5.3306885,7.727295,5.2636566,8.555679,8.775955,5.6539154,6.455963,8.091202,7.1909943,8.129517,6.8653717,7.3418274,10.293869,7.542938,8.632294,7.6458893,5.2516785,9.609131,9.860519,5.2828064,10.341751,7.423233,8.062485,8.062485,4.3730164,7.830246,2.0961304,9.010574,5.881363,8.158249,5.9244537,7.418442,8.385696,6.8126984,9.58519,7.5118103,9.044098,7.246048,7.3513947,9.374496,8.752014,6.6810303,6.597229,10.619492,6.32428,9.692932,8.249222,10.509354,7.2436676,10.5763855,8.491043,11.038467,9.575607,8.064865,8.388092,8.112762,9.9036255,8.34021,8.783127,9.838974,9.807846,9.137482,6.6546936,7.3178864,6.3099213,7.4543457,8.3785095,7.775177,4.710602,6.4176636,6.3266754,9.455902,9.491821,9.340988,5.5365906,9.7695465,6.0824738,7.5956116,7.8685455,7.0066376,7.143097,9.84137,5.9507904,6.2285156,8.033752,7.2963257,5.9986725,7.258026,5.491104,7.7703857,8.617935,7.514206
114,8.019379,6.7456665,4.5669403,10.585968,7.0617065,5.3977356,8.254013,8.074448,4.799179,8.2157135,5.165497,8.467102,8.584412,5.886154,6.499069,8.1414795,7.3777313,8.151062,6.882141,7.423233,9.877289,7.289154,8.67778,7.542938,5.2157745,9.510971,9.944321,5.2469025,10.471039,7.1335297,8.488647,8.285141,5.1726837,7.712921,2.639618,9.096771,5.6299744,8.143875,6.341049,7.636307,9.551666,6.3865356,8.550888,7.5333557,9.120712,7.229294,7.4782867,9.278732,9.187759,6.930023,6.2165527,10.4973755,6.712143,9.752777,8.131912,9.915588,6.839035,9.922775,7.8254547,10.509354,9.245209,8.321045,7.5405426,8.464706,9.707291,8.529343,8.601166,9.30986,9.932343,8.75679,6.4966736,7.387314,6.582855,7.3897095,8.0816345,7.617157,4.5597534,6.36499,6.1255646,10.348938,9.163803,9.470276,5.912491,10.064026,6.1566925,6.9228363,7.179016,7.4375916,6.7887573,9.175781,7.0569153,6.178238,9.661804,6.3889313,5.893326,6.5325775,4.552582,6.633133,7.6387024,7.6698303
115,7.952347,7.1574707,4.3825836,11.124664,6.6020203,5.498291,8.127121,7.8326416,4.5597534,8.651459,5.127182,8.294708,8.3785095,6.0369873,6.439209,8.179794,7.600403,8.160645,6.9276276,7.5596924,9.455902,7.0617065,8.687363,7.466324,5.2349243,9.300278,9.958679,5.1535187,10.432739,7.016205,8.905243,8.447937,6.0537415,7.320282,3.5374298,9.182968,5.6108093,8.110367,6.8198853,8.038528,10.593155,6.2045746,7.6267395,7.751236,9.056076,7.45195,7.7296906,9.044098,9.271545,7.4208374,5.783203,10.293869,7.348999,9.731232,8.040924,9.44632,6.669052,9.23085,7.095215,9.795883,8.93158,8.538925,7.1766205,8.850174,9.522934,8.718491,8.287537,8.783127,9.951508,8.196548,6.4966736,7.5166016,6.8366394,7.2700043,7.7057343,7.3777313,4.471176,6.376953,5.989105,11.050446,8.641876,9.376892,6.396118,10.327393,6.317108,6.3075256,6.4607544,7.7105255,6.590042,8.668213,8.510193,6.1758423,10.885239,5.905304,5.9268494,5.9986725,3.7122192,5.917267,7.0664825,7.775177
116,7.8086853,7.6027985,4.6148224,11.423935,6.135147,5.945999,7.9595337,7.684189,4.5429993,8.969879,5.189438,8.069656,8.124725,6.0824738,6.3338623,8.208527,7.902069,8.165436,6.9826965,7.7488403,9.1015625,6.901291,8.665817,7.4208374,5.285202,9.149445,9.815033,4.9978943,10.2388,7.1598663,9.173386,8.548508,6.9826965,6.707367,4.5884857,9.2404175,5.680252,8.0816345,7.123947,8.404846,11.340134,6.312317,6.9994507,8.117538,8.854965,7.914032,8.060089,8.720886,9.226059,8.055298,5.333084,9.994598,8.04332,9.580399,7.9355927,9.094376,6.7265167,8.617935,6.499069,8.996216,8.73764,8.749619,7.284363,9.187759,9.376892,8.907639,7.9068604,8.289932,9.913193,7.641098,6.6067963,7.6219482,7.0329742,7.119156,7.2676086,7.090439,4.3778076,6.499069,6.1519012,11.455063,8.036148,9.214096,6.9156494,10.559631,6.446396,5.783203,5.8358765,8.033752,6.5684967,8.376114,9.798279,6.190216,11.28508,6.2476654,6.1495056,5.675461,3.0561981,5.728134,6.9204407,7.854187
117,7.648285,7.9954376,5.301956,11.438309,5.6299744,6.008255,7.858963,7.684189,4.593277,8.8046875,5.3378754,7.823059,7.8637543,6.0704956,6.2165527,8.225281,8.273163,8.18219,7.0808563,7.993042,8.77356,6.716934,8.608353,7.344223,5.3139343,9.182968,9.542099,4.861435,9.970657,7.4328003,9.2117,8.613144,7.815872,5.9867096,5.6060333,9.266754,5.8454437,8.107971,7.068878,8.49823,11.888412,6.695389,6.748062,8.550888,8.572449,8.550888,8.4335785,8.402451,9.178177,8.742432,4.9308624,9.606735,8.641876,9.336197,7.8206635,8.811859,6.894104,8.105576,6.1686707,8.251617,8.723282,9.010574,7.392105,9.324219,9.281128,9.139862,7.8254547,7.8374176,9.874893,7.545334,6.7863617,7.660248,7.1814117,6.9707184,6.8174896,6.791153,4.2700653,6.7408752,6.1734467,11.519699,7.502228,9.127899,7.4088593,10.760742,6.4918823,5.333084,5.2588654,8.495834,6.6355286,8.225281,10.641037,6.1806335,11.076782,7.37294,6.5230103,5.534195,2.6755219,5.9029083,7.044937,7.909256
118,7.5836334,8.275558,5.922058,11.172546,5.23732,6.015442,7.894882,7.7584076,4.7010193,8.412033,5.5485687,7.569275,7.6075745,6.039383,6.04895,8.254013,8.6706085,8.239655,7.234085,8.239655,8.464706,6.506241,8.519775,7.2125397,5.3426666,9.412811,9.17099,4.9548035,9.6905365,7.60997,9.194931,8.6706085,8.273163,5.2875977,6.3889313,9.271545,6.0657196,8.153458,7.4088593,8.309082,12.082336,7.3178864,6.8079224,9.003403,8.254013,9.161423,8.833405,8.110367,9.159027,9.510971,4.6507416,9.149445,9.087189,9.075226,7.665039,8.555679,7.076065,7.7296906,6.063324,7.6913757,8.799896,9.321823,7.2676086,9.26915,9.2117,9.453506,8.143875,7.4447784,9.803055,7.9044647,6.973114,7.5908203,7.289154,6.8558044,6.3865356,6.506241,4.1168365,7.0305786,5.7568665,11.256348,7.143097,9.044098,7.86615,10.849335,6.6259613,4.9236755,4.6938324,9.056076,6.6834106,8.177399,10.997772,6.166275,10.427948,8.75679,6.961151,5.5796967,2.6228485,6.087265,7.2556305,7.9834747
119,7.648285,8.412033,4.940445,10.739197,4.9859314,6.1758423,8.033752,7.751236,4.8255157,7.9978333,5.833481,7.2723846,7.404068,6.0058594,5.869385,8.275558,9.056076,8.309082,7.4136505,8.479065,8.167816,6.2979584,8.412033,7.0233917,5.359421,9.606735,8.8046875,5.450409,9.443939,7.5333557,9.410416,8.716095,9.42717,4.710602,6.932419,9.247604,6.0896606,8.189377,7.878128,8.048111,11.972214,8.115143,7.0066376,9.441544,7.9595337,9.592377,9.206909,7.835022,9.19014,10.334579,4.696228,8.696945,9.472656,8.821442,7.5285645,8.268372,7.202957,7.4878693,6.1519012,7.4567413,8.859741,9.64505,7.0257874,9.209305,9.206909,9.812637,8.639481,7.1454926,9.712082,8.313873,7.123947,7.4088593,7.3537903,6.795944,6.015442,6.264435,2.8646698,7.3466187,4.897339,10.739197,6.8725586,8.881302,8.306686,10.679337,6.9994507,4.6220093,4.2868195,9.606735,6.6020203,8.258804,10.676941,6.1734467,9.42717,9.968262,7.3897095,5.8047485,2.8622742,6.1207733,7.4016724,8.012207
120,7.7775726,8.464706,3.4608154,10.253174,4.8757935,6.4607544,8.213318,7.6554565,4.9739532,7.7488403,6.118393,6.973114,7.2700043,5.9747314,5.697006,8.289932,9.266754,8.364151,7.593216,8.656235,7.8996735,6.0920563,8.285141,6.7887573,5.3450623,9.740814,8.455124,6.0609283,9.300278,7.2436676,9.949112,8.67778,10.4973755,4.363434,7.2700043,9.185364,5.7664337,8.177399,8.230072,7.894882,11.763916,8.950729,7.277176,9.786301,7.7296906,9.771942,9.539703,7.5668793,9.261978,11.000168,5.1200104,8.323441,9.80545,8.627502,7.4208374,7.952347,7.250839,7.411255,6.4655457,7.348999,8.842987,9.944321,6.77919,9.285919,9.331406,10.073608,8.99382,6.8988953,9.647446,8.476669,7.2436676,7.155075,7.4304047,6.774399,5.7664337,6.0968323,1.8950195,7.641098,3.566162,10.087967,6.6594696,8.531738,8.718491,10.339371,7.526169,4.442444,4.0928955,10.037689,6.4296265,8.41922,9.659409,6.190216,8.311478,10.827774,7.751236,6.087265,3.3147736,6.0106506,7.4304047,7.9595337
121,7.8805237,8.469498,2.3283691,9.800674,4.861435,6.9156494,8.342606,7.5525055,5.175064,7.7057343,6.3506165,6.736084,7.210144,5.929245,5.522232,8.301895,9.338593,8.368942,7.7799683,8.73764,7.636307,5.716156,8.139099,6.537369,5.333084,9.793488,8.055298,6.264435,9.333801,6.8653717,10.7344055,8.495834,11.337753,4.277252,7.507019,9.070435,5.39534,8.127121,8.373718,7.8852997,11.435913,9.776733,7.581238,9.992203,7.5956116,9.649826,9.74321,7.3274536,9.360138,11.208466,5.972336,8.088821,10.030518,8.541321,7.3298492,7.7105255,7.217331,7.5046234,7.0545197,7.2987213,8.735245,10.2388,6.6187744,9.551666,9.597168,10.176559,8.146271,6.6977844,9.635468,8.423996,7.3537903,6.870163,7.4926605,6.760025,5.6658783,6.015442,1.1719666,7.897278,2.7186127,9.44632,6.5445557,8.067261,9.125504,9.9874115,8.031357,4.478363,4.102463,10.2388,6.2165527,8.455124,8.297104,6.1973877,7.4328003,11.174942,8.067261,6.2787933,4.0785217,5.819107,7.3945007,7.794327
122,7.9667053,8.412033,2.505539,9.386475,4.909317,7.442383,8.380905,7.466324,5.47435,7.7775726,6.5206146,6.5397644,7.222107,5.8837585,5.328293,8.318665,9.34816,8.304291,7.957138,8.708908,7.3537903,4.9739532,7.981079,6.32428,5.2947845,9.738419,7.593216,5.7496796,9.513367,6.5086365,11.507736,8.239655,11.893204,4.351471,7.830246,8.876511,5.127182,8.050507,8.431183,7.902069,11.050446,10.14064,7.8996735,10.068817,7.550125,9.252396,9.755173,7.1024017,9.443939,10.866089,7.131134,8.045715,10.104736,8.610748,7.253235,7.5477295,7.171829,7.7464447,7.8565826,7.3226624,8.526947,10.557236,6.692993,9.891647,9.951508,10.174164,7.8206635,6.5469513,9.688141,8.325836,7.495056,6.5876465,7.5237885,6.736084,5.697006,6.0585327,0.94451904,8.050507,2.9963531,8.905243,6.549347,7.6674347,9.527725,9.56604,8.467102,4.806366,4.2628784,10.1454315,5.941208,8.313873,7.083252,6.1734467,7.123947,10.834961,8.328232,6.341049,5.194229,5.6060333,7.368164,7.495056
123,8.031357,8.251617,3.59729,8.979462,5.0505676,7.9308014,8.407242,7.4304047,5.8550262,7.815872,6.6499023,6.420059,7.265213,5.838257,5.0984497,8.3545685,9.295486,8.203735,8.119934,8.598785,7.076065,4.1575317,7.8278503,6.1447144,5.21817,9.484634,7.071274,4.7848206,9.84137,6.1638794,12.024887,7.961914,12.056,4.473572,8.385696,8.598785,5.0410004,7.9403687,8.5125885,7.8039093,10.619492,9.874893,8.177399,10.059235,7.53096,8.6706085,9.60434,6.8558044,9.482239,10.195709,8.447937,8.175003,10.011353,8.795105,7.2388763,7.418442,7.1598663,8.072052,8.747223,7.3753357,8.287537,10.8684845,7.004242,10.1454315,10.265137,10.131073,8.179794,6.4056854,9.757568,8.232468,7.60997,6.4176636,7.497452,6.6858063,5.843048,6.1638794,1.1480255,8.079239,3.846283,8.443161,6.645111,7.45195,9.877289,9.020157,8.778351,5.170288,4.454422,9.755173,5.6898193,8.062485,6.257248,6.1255646,7.2316895,9.757568,8.503006,6.3266754,6.487091,5.402527,7.3513947,7.095215
